pegy,insider,sentiment,vix,regime_code,time_of_day,regime,conviction,confidence,should_trade,expected_return
0.1287,0.2113,0.1566,26.33,1,0.6459,bear,0.1762,0.9994,0,-0.0108
0.2817,0.5527,0.4262,34.76,1,0.7929,bear,0.3183,0.9939,0,0.0085
0.9332,0.8164,0.716,10.2,0,0.2216,bull,0.9644,0.9961,1,0.0854
0.4633,0.6269,0.6086,40.11,1,0.3062,bear,0.3983,0.9973,0,-0.0212
0.3211,0.0,0.3646,43.52,1,0.4733,bear,0.1905,0.9868,0,-0.0147
0.0608,0.3527,0.1935,33.3,1,0.4255,bear,0.1907,0.9929,0,-0.0387
0.4959,0.7658,0.7492,17.71,2,0.3308,sideways,0.6892,0.9924,0,-0.016
0.5703,0.3502,0.5453,23.83,2,0.2709,sideways,0.5267,0.9952,0,0.0023
0.735,0.6593,0.6183,10.87,0,0.1207,bull,0.8125,0.9988,1,0.058
0.8051,0.8827,0.6295,22.46,0,0.1196,bull,0.897,0.9944,1,0.074
0.2968,0.1006,0.0,53.84,1,0.7622,bear,0.1319,0.9924,0,-0.0026
0.7078,0.7134,0.8274,7.19,0,0.2164,bull,0.8883,0.9985,1,0.0671
0.4191,0.0,0.3587,31.43,1,0.7246,bear,0.2228,0.9829,0,-0.0053
0.1464,0.0,0.2665,67.65,3,0.5246,crisis,0.0477,0.9941,0,-0.0181
0.7801,0.9297,0.5976,15.31,0,0.1005,bull,0.9078,0.9908,1,0.0901
0.854,0.7353,0.6949,10.86,0,0.2275,bull,0.9019,0.9977,1,0.0821
0.5892,0.1157,0.8155,19.52,0,0.0141,bull,0.6165,0.9575,0,-0.0336
0.1485,0.3738,0.7115,45.21,1,0.2743,bear,0.2917,0.9732,0,-0.0173
0.1317,0.3562,0.0854,67.01,3,0.5534,crisis,0.0652,0.993,0,-0.0148
0.157,0.2745,0.6249,48.23,1,0.1263,bear,0.2543,0.9802,0,-0.0125
0.4562,0.2655,0.6325,19.61,2,0.4909,sideways,0.4952,0.9888,0,-0.0118
0.979,0.5448,0.3872,17.87,2,0.5741,sideways,0.6771,0.9687,0,0.0015
0.317,0.0,0.4838,38.32,1,0.4405,bear,0.216,0.9799,0,0.0087
0.912,0.6105,0.9422,15.34,0,0.0514,bull,0.9422,0.9888,1,0.1055
0.1985,0.023,0.0856,85.3,3,0.4777,crisis,0.033,0.9974,0,-0.0133
0.4395,0.3567,0.5635,30.31,2,0.4007,sideways,0.4843,0.9964,0,-0.0207
0.7536,0.9824,0.7381,17.26,0,0.6294,bull,0.9539,0.9938,1,0.0695
0.8142,0.6626,0.8979,20.94,0,0.1492,bull,0.904,0.9953,1,0.1326
0.3869,0.3152,0.3389,41.47,1,0.3038,bear,0.2682,0.9996,0,-0.0066
0.1205,0.1753,0.2818,64.93,3,0.1185,crisis,0.0635,0.9978,0,0.0014
0.6976,0.4823,0.1817,16.96,2,0.6063,sideways,0.5239,0.9776,0,0.003
0.4966,0.3501,0.4243,24.2,2,0.2257,sideways,0.4738,0.9982,0,-0.0045
0.2642,0.1766,0.2216,35.78,1,0.4505,bear,0.1988,0.9994,0,0.0062
0.2517,0.4934,0.6043,54.98,1,0.8602,bear,0.3095,0.9892,0,-0.0143
0.1904,0.1464,0.0596,78.24,3,0.3054,crisis,0.0446,0.9985,0,-0.0218
0.4782,0.1571,0.3402,47.83,1,0.6096,bear,0.2477,0.9914,0,-0.0126
0.588,0.4288,0.6307,13.27,2,0.9476,sideways,0.5928,0.9962,0,-0.0087
1.0,0.4999,0.6483,17.57,0,0.211,bull,0.8461,0.978,1,0.0728
0.3526,0.3478,0.4269,56.1,1,0.1571,bear,0.2679,0.9993,0,-0.0059
0.7138,0.8345,1.0,14.34,0,0.0751,bull,0.9694,0.9931,1,0.0744
0.9161,0.6759,0.4241,19.24,0,0.4505,bull,0.8105,0.9798,1,0.0514
0.2864,0.3164,0.3381,52.09,1,0.2913,bear,0.2361,0.9998,0,-0.0144
0.827,0.6481,0.8608,18.08,0,0.707,bull,0.8977,0.9956,1,0.0608
0.6629,0.4196,0.6212,21.84,2,0.454,sideways,0.5973,0.9944,0,0.0084
0.2665,0.1801,0.2961,41.97,1,0.9239,bear,0.2065,0.9988,0,-0.002
0.2576,0.3419,0.3398,24.75,2,0.6251,sideways,0.3777,0.9992,0,0.0071
0.2843,0.2162,0.314,56.62,1,0.9337,bear,0.2056,0.9992,0,-0.0193
0.3358,0.445,0.4002,46.9,1,0.5446,bear,0.2898,0.999,0,0.0
0.0,0.3856,0.1692,26.69,1,0.9084,bear,0.1875,0.9875,0,-0.0049
0.706,0.4794,0.6429,28.06,2,0.0714,sideways,0.6243,0.9954,0,0.0031
0.996,0.8484,0.7613,6.99,0,0.3076,bull,1.0,0.9953,1,0.0951
0.3735,0.8256,0.4736,20.62,2,0.5692,sideways,0.5972,0.9812,0,-0.0045
0.7565,1.0,0.6566,15.97,0,0.1244,bull,0.9397,0.9896,1,0.0731
0.102,0.1276,0.2926,40.71,1,0.6997,bear,0.1617,0.9964,0,-0.0169
0.0094,0.1375,0.0,82.6,3,0.5005,crisis,0.0211,0.998,0,-0.0092
0.0814,0.1882,0.1496,48.19,1,0.0804,bear,0.1372,0.999,0,0.0034
0.4687,0.723,0.726,18.36,0,0.432,bull,0.7607,0.9927,1,0.0564
0.6372,0.6362,0.6306,20.38,0,0.2504,bull,0.758,1.0,1,0.052
1.0,0.6879,0.6437,7.43,0,0.9619,bull,0.9271,0.9874,1,0.0494
0.2624,0.5401,0.5763,12.09,2,0.5752,sideways,0.5167,0.9902,0,-0.001
0.1017,0.172,0.3112,83.97,3,0.9996,crisis,0.0552,0.9962,0,-0.0127
0.1663,0.0,0.1562,42.89,1,0.2695,bear,0.1222,0.9971,0,-0.0199
0.7303,0.7154,0.7163,11.75,0,0.7563,bull,0.8569,1.0,1,0.0748
0.3663,0.0319,0.5822,44.01,1,0.6515,bear,0.2443,0.9744,0,-0.0098
0.2208,0.185,0.2453,77.87,3,0.1815,crisis,0.0649,0.9997,0,-0.0161
0.3542,0.0213,0.3217,44.67,1,0.6348,bear,0.1932,0.9888,0,-0.0121
0.2807,0.0,0.1903,45.93,1,0.0912,bear,0.149,0.9932,0,-0.0084
0.5958,0.9531,0.6201,19.85,0,0.3333,bull,0.8509,0.9867,1,0.0787
0.2031,0.6051,0.0613,54.19,1,0.8577,bear,0.2285,0.9735,0,0.0
0.6494,0.9785,0.7125,16.44,0,0.6937,bull,0.9106,0.9898,1,0.0873
0.7299,0.8622,0.869,6.26,0,0.9452,bull,0.9608,0.9979,1,0.1182
0.2506,0.6549,0.669,14.55,2,0.5501,sideways,0.5671,0.9812,0,-0.0141
0.1341,0.207,0.2384,52.8,1,0.3145,bear,0.1629,0.999,0,0.0031
0.9594,0.5876,0.7186,6.58,0,0.9702,bull,0.9014,0.9881,1,0.0642
0.4447,0.5731,0.0531,39.08,1,0.5146,bear,0.287,0.9755,0,-0.0103
0.178,0.0286,0.1924,70.26,3,0.6577,crisis,0.0464,0.9973,0,-0.0101
0.3819,0.2513,0.2127,43.9,1,0.4132,bear,0.2291,0.9974,0,-0.0109
0.6945,0.6482,0.9898,17.8,0,0.3618,bull,0.8896,0.9886,1,0.072
0.6045,0.4499,0.676,21.85,2,0.6254,sideways,0.6026,0.9955,0,-0.0111
0.5672,0.2644,0.331,14.03,2,0.2036,sideways,0.4612,0.9916,0,-0.0086
0.5599,0.6963,0.4276,50.01,1,0.9277,bear,0.3911,0.994,0,-0.028
0.2186,0.0924,0.1758,43.32,1,0.6983,bear,0.1556,0.9986,0,-0.0147
0.4531,0.8496,0.5891,16.2,0,0.9731,bull,0.7634,0.9865,1,0.0942
0.1621,0.0,0.2428,56.01,1,0.2393,bear,0.1227,0.9949,0,0.0096
0.5656,0.7993,0.6802,14.47,0,0.5508,bull,0.814,0.9954,1,0.1157
0.0746,0.3007,0.3935,55.86,1,0.0932,bear,0.194,0.991,0,-0.009
0.1808,0.0913,0.1769,71.57,3,0.9129,crisis,0.0505,0.9991,0,-0.0038
0.2446,0.3254,0.2941,56.26,1,0.1175,bear,0.2171,0.9994,0,-0.0105
0.234,0.6893,0.3641,16.73,2,0.4984,sideways,0.4929,0.9817,0,-0.016
0.7062,0.1796,0.9707,25.28,2,0.5089,sideways,0.6205,0.946,0,-0.0078
0.7418,0.7571,0.8282,18.23,0,0.8347,bull,0.8963,0.9993,1,0.0904
0.159,0.1204,0.1349,73.05,3,0.2437,crisis,0.0474,0.9999,0,0.0013
0.389,0.0,0.4312,46.95,1,0.3836,bear,0.2129,0.9812,0,-0.0102
0.1111,0.3186,0.2448,67.27,3,0.5082,crisis,0.0718,0.9963,0,-0.0059
0.3543,0.2931,0.406,24.31,2,0.864,sideways,0.4092,0.9989,0,-0.0005
0.827,0.845,0.8274,11.79,0,0.79,bull,0.9669,1.0,1,0.102
0.4201,0.4009,0.5378,52.08,1,0.9342,bear,0.3168,0.9982,0,-0.0065
0.4605,0.2447,0.1236,43.37,1,0.8205,bear,0.2292,0.9903,0,-0.0174
0.6487,0.6711,0.6311,13.46,0,0.2986,bull,0.7861,0.9999,1,0.0193
0.332,0.2502,0.1366,51.59,1,0.9989,bear,0.197,0.9968,0,-0.0006
0.0589,0.0975,0.1462,35.6,1,0.1486,bear,0.126,0.9994,0,-0.0017
0.2709,0.1971,0.0,51.35,1,0.3451,bear,0.1494,0.9935,0,-0.0224
0.309,0.3055,0.5721,31.91,1,0.5434,bear,0.3007,0.9922,0,-0.0402
0.3276,0.6101,0.5478,47.1,1,0.3218,bear,0.3483,0.9927,0,-0.0149
0.8711,0.5053,0.8215,17.53,0,0.6975,bull,0.8533,0.9869,1,0.0919
0.7139,0.3285,0.1982,44.74,1,0.2336,bear,0.3116,0.976,0,-0.0277
0.3958,0.4386,0.4214,20.76,2,0.0436,sideways,0.4745,0.9998,0,-0.0182
0.6682,0.5,0.4986,18.36,2,0.7052,sideways,0.5976,0.9968,0,-0.0084
0.6238,0.3699,0.4013,18.48,2,0.3861,sideways,0.5207,0.9936,0,-0.0235
0.1771,0.1548,0.4749,47.63,1,0.8207,bear,0.2078,0.9894,0,-0.0081
0.2351,0.1294,0.189,73.97,3,0.4953,crisis,0.0587,0.9991,0,-0.0073
0.6626,0.2122,0.7299,22.11,0,0.5023,bull,0.646,0.9736,0,-0.0007
0.4448,0.4972,0.3177,46.97,1,0.8697,bear,0.3091,0.9972,0,-0.0162
0.4526,0.5924,0.6806,19.3,2,0.4403,sideways,0.6047,0.9956,0,-0.0145
0.3001,0.3702,0.0112,22.04,1,0.4569,bear,0.2246,0.9879,0,-0.0155
0.3169,0.4238,0.4778,17.73,2,0.41,sideways,0.4651,0.9978,0,0.0045
0.349,0.3101,0.4244,33.61,1,0.1544,bear,0.2824,0.9989,0,0.0004
0.2886,0.3841,0.0856,29.46,1,0.9692,bear,0.2303,0.9923,0,-0.0018
0.8065,0.5196,0.6196,20.63,0,0.6927,bull,0.7725,0.9929,1,0.0307
0.5464,0.0699,0.4277,41.71,1,0.8518,bear,0.2655,0.9795,0,-0.004
0.4184,0.4756,0.5061,14.99,2,0.8593,sideways,0.5222,0.9993,0,-0.0026
0.673,0.6543,0.6008,5.0,0,0.3167,bull,0.7945,0.9995,1,0.0551
0.8619,0.6177,0.4971,18.69,2,0.7594,sideways,0.6901,0.9885,0,-0.0098
0.5821,0.3229,0.6671,23.58,2,0.0359,sideways,0.5529,0.9893,0,-0.0028
0.8158,0.7039,0.8509,17.96,0,0.6312,bull,0.9105,0.998,1,0.075
0.0926,0.1653,0.3049,62.61,3,0.9974,crisis,0.0629,0.9961,0,-0.0247
0.5247,0.5076,0.526,21.22,2,0.434,sideways,0.5594,1.0,0,-0.0122
0.9735,0.3798,0.6257,14.48,0,0.6337,bull,0.7943,0.9703,1,0.026
0.4736,0.7492,0.5031,21.15,2,0.4437,sideways,0.6109,0.9924,0,-0.0226
0.2075,0.175,0.2365,57.82,1,0.9034,bear,0.166,0.9997,0,-0.0044
0.5833,0.7493,0.8247,20.7,0,0.7961,bull,0.8336,0.9949,1,0.0983
0.5977,0.5378,0.5614,13.83,0,0.3748,bull,0.7018,0.9997,1,0.0497
0.8981,0.6848,0.702,15.76,0,0.5312,bull,0.8933,0.9953,1,0.0619
0.6134,0.0,0.3369,65.24,1,0.7925,bear,0.2243,0.9685,0,-0.0099
0.7215,0.6285,0.7229,21.86,0,0.079,bull,0.8084,0.999,1,0.0174
0.73,0.2864,0.46,17.85,2,0.6197,sideways,0.5431,0.9833,0,-0.0041
0.5103,0.7924,1.0,8.18,0,0.9128,bull,0.8953,0.9799,1,0.0829
0.6507,0.7852,0.7529,11.79,0,0.4611,bull,0.864,0.9984,1,0.0826
1.0,0.6618,0.858,8.53,0,0.2553,bull,0.9778,0.9904,1,0.0764
0.8209,0.9968,0.8033,13.43,0,0.8046,bull,1.0,0.9962,1,0.1
0.025,0.2407,0.2382,70.48,3,0.6776,crisis,0.0551,0.9949,0,-0.0147
0.7899,0.6127,0.7401,25.5,0,0.4417,bull,0.8252,0.9972,1,0.0601
0.6962,0.5705,0.8616,14.09,0,0.5876,bull,0.8329,0.9929,1,0.0536
0.4982,0.5339,0.1799,26.33,1,0.4243,bear,0.3256,0.9873,0,0.0001
0.6473,0.8581,0.4545,19.46,0,0.8453,bull,0.789,0.9864,1,0.0336
0.8596,0.7029,0.6069,12.96,0,0.3847,bull,0.8637,0.9946,1,0.0865
0.3159,0.3669,0.6953,29.36,1,0.2372,bear,0.3392,0.9859,0,0.0062
0.3157,0.0702,0.0339,43.11,1,0.5748,bear,0.1467,0.9922,0,-0.0008
0.1372,0.3767,0.0049,74.88,3,0.2952,crisis,0.0579,0.9882,0,-0.0225
0.1864,0.283,0.1079,48.96,3,0.6582,crisis,0.0733,0.9974,0,-0.008
0.8155,0.7809,0.9354,9.64,0,0.5659,bull,0.9755,0.9978,1,0.1087
0.4789,0.0,0.3639,39.96,1,0.7447,bear,0.2273,0.9792,0,-0.0108
0.8022,0.6026,0.6486,15.17,0,0.6064,bull,0.8174,0.9964,1,0.0417
0.1371,0.3859,0.0702,51.66,1,0.9042,bear,0.1729,0.9908,0,-0.0054
0.4911,0.5645,0.9291,10.09,0,0.7989,bull,0.7864,0.9817,1,0.048
0.3693,0.4067,0.2497,39.02,1,0.3523,bear,0.2707,0.9978,0,0.0042
0.5608,0.4458,0.3171,36.92,1,0.6209,bear,0.3331,0.995,0,-0.0183
0.3784,0.3337,0.5803,51.5,1,0.7209,bear,0.302,0.9942,0,-0.025
0.4578,0.0504,0.2232,47.5,1,0.8383,bear,0.2009,0.9861,0,0.01
0.7665,0.3713,0.2634,50.35,1,0.9034,bear,0.3372,0.9766,0,-0.0011
0.2519,0.609,0.346,49.98,1,0.3089,bear,0.2939,0.9886,0,-0.0033
0.3632,0.4178,0.1765,39.42,1,0.5796,bear,0.2585,0.9947,0,-0.021
0.5659,0.6168,0.5687,28.37,2,0.0901,sideways,0.6044,0.9997,0,-0.0101
0.8503,0.4817,0.6919,18.48,0,0.7475,bull,0.7991,0.9886,1,0.0768
0.7059,0.6857,0.5223,13.21,0,0.1322,bull,0.78,0.9966,1,0.0738
0.3863,0.3501,0.31,45.07,1,0.9715,bear,0.2666,0.9995,0,-0.0166
0.4048,0.3342,0.3984,39.74,1,0.9135,bear,0.2882,0.9995,0,-0.0315
0.6646,0.4282,0.3706,23.47,2,0.257,sideways,0.5353,0.9919,0,-0.0139
0.659,0.5926,0.6025,13.17,2,0.4818,sideways,0.6563,0.9996,0,0.0021
0.5392,0.4446,0.5215,11.12,2,0.7466,sideways,0.5588,0.9992,0,-0.0059
0.5956,0.4295,0.5216,20.56,0,0.1152,bull,0.6406,0.9977,0,-0.0163
0.3034,0.0696,0.0,63.83,3,0.1408,crisis,0.0498,0.9916,0,0.0024
0.1344,0.0678,0.166,80.02,3,0.8601,crisis,0.0396,0.9992,0,0.0012
0.7173,0.446,0.3011,17.93,2,0.9799,sideways,0.5474,0.9851,0,-0.0074
0.0536,0.0064,0.1844,74.51,3,0.8046,crisis,0.0307,0.9972,0,-0.0097
0.6362,0.6539,0.6114,19.45,0,0.7907,bull,0.7598,0.9998,1,0.0727
0.4731,0.5141,0.5255,11.75,0,0.5366,bull,0.6439,0.9997,0,-0.0108
0.0826,0.0656,0.0992,47.07,1,0.6728,bear,0.1041,0.9999,0,-0.0093
0.1917,0.2854,0.1907,42.28,1,0.5846,bear,0.1942,0.999,0,0.0067
0.7011,0.3051,0.6245,24.06,2,0.9403,sideways,0.5719,0.9853,0,-0.0215
0.8728,1.0,0.5816,10.41,0,0.2338,bull,0.9679,0.9847,1,0.1139
0.7907,0.8103,0.8011,16.95,0,0.8842,bull,0.9259,1.0,1,0.0587
0.4571,0.4839,0.2541,44.57,1,0.9153,bear,0.3003,0.9947,0,-0.0253
0.8271,0.8144,0.7407,20.62,0,0.0632,bull,0.9162,0.9993,1,0.0766
0.5847,0.3471,0.4965,19.13,2,0.9094,sideways,0.5249,0.9952,0,-0.0077
0.6946,0.6737,0.8739,12.82,0,0.4083,bull,0.8737,0.996,1,0.0426
1.0,0.9763,0.5562,18.45,0,0.9463,bull,0.9824,0.9792,1,0.0864
0.7895,0.7588,0.7148,11.08,0,0.4926,bull,0.8931,0.9995,1,0.0648
0.6126,0.5336,0.7399,11.42,0,0.8873,bull,0.761,0.9964,1,0.0658
0.9731,0.584,0.7859,17.5,0,0.4536,bull,0.9055,0.9874,1,0.0905
0.3114,0.3985,0.3964,32.62,1,0.7431,bear,0.2892,0.9992,0,-0.0013
0.2387,0.0355,0.1538,81.83,3,0.4191,crisis,0.0444,0.9965,0,-0.0121
0.6609,0.8546,0.3821,13.09,2,0.1545,sideways,0.6805,0.9812,0,-0.007
0.4082,0.2038,0.5907,31.61,1,0.099,bear,0.3037,0.9875,0,-0.0031
0.2091,0.5939,0.6985,37.33,1,0.4081,bear,0.3567,0.9779,0,-0.0155
0.236,0.0919,0.1455,75.25,3,0.0327,crisis,0.0516,0.9982,0,-0.0292
0.7479,0.5621,0.676,22.22,0,0.4434,bull,0.7805,0.9971,1,0.031
0.2313,0.1082,0.122,82.9,3,0.8555,crisis,0.0474,0.9985,0,-0.0066
0.8356,0.8936,0.7003,11.94,0,0.6857,bull,0.9498,0.9967,1,0.0683
0.1762,0.8398,0.5489,31.49,1,0.9778,bear,0.3814,0.9631,0,-0.0232
0.8223,0.8095,0.8323,13.73,0,0.3981,bull,0.9511,1.0,1,0.0877
0.7992,0.7172,0.4171,13.85,0,0.1222,bull,0.7917,0.9865,1,0.0413
0.5263,0.9478,0.5551,18.43,2,0.4547,sideways,0.7034,0.9815,1,0.0591
0.3724,0.334,0.4214,65.57,1,0.6417,bear,0.2582,0.9994,0,-0.0213
0.371,0.0647,0.4111,35.81,1,0.0214,bear,0.2309,0.988,0,-0.0142
0.4557,0.6464,0.6378,13.77,2,0.2436,sideways,0.6194,0.9961,0,-0.0095
0.6436,0.4483,0.7174,13.46,0,0.5646,bull,0.7322,0.9936,1,0.095
0.8149,0.4245,0.6653,20.11,0,0.7652,bull,0.7567,0.9871,1,0.0931
0.5121,0.324,1.0,16.95,0,0.216,bull,0.7192,0.9594,1,0.0265
0.5802,0.1046,0.5005,21.64,2,0.3286,sideways,0.4481,0.9784,0,-0.0008
0.5979,0.7171,0.6112,16.28,0,0.9005,bull,0.7738,0.9986,1,0.0369
0.6888,0.5008,0.8477,19.29,0,0.8584,bull,0.7933,0.99,1,0.054
0.7557,0.4103,0.705,14.75,0,0.13,bull,0.752,0.9884,1,0.1028
0.5832,0.9928,0.8995,16.4,0,0.1745,bull,0.9466,0.9846,1,0.1245
0.3558,0.3278,0.2894,57.24,1,0.0258,bear,0.2391,0.9996,0,0.001
0.6561,0.4362,0.7196,11.0,0,0.79,bull,0.7372,0.9926,1,0.0462
0.9356,0.6085,0.7436,15.29,0,0.3238,bull,0.8926,0.991,1,0.0955
0.413,0.5787,0.7817,21.0,0,0.0524,bull,0.7031,0.9886,1,0.0308
0.2185,0.593,0.4047,14.05,2,0.5261,sideways,0.4735,0.9883,0,-0.0162
0.4723,0.4093,0.1692,24.49,2,0.4762,sideways,0.42,0.9915,0,0.0027
0.5977,0.3293,0.4698,19.97,2,0.5132,sideways,0.5156,0.994,0,-0.004
0.8503,0.5532,0.7623,17.29,0,0.5038,bull,0.846,0.9922,1,0.0983
0.2205,0.2684,0.1584,89.1,3,0.0434,crisis,0.0608,0.999,0,-0.0059
0.3708,0.7105,0.6047,17.78,2,0.867,sideways,0.5989,0.9899,0,-0.0148
0.3445,0.3426,0.3395,48.11,1,0.458,bear,0.2582,1.0,0,0.007
0.2572,0.1786,0.2441,64.67,3,0.0608,crisis,0.0734,0.9994,0,-0.006
0.5714,0.2064,0.1305,38.48,1,0.4016,bear,0.2508,0.9815,0,-0.0209
0.1823,0.1759,0.0189,45.16,1,0.4903,bear,0.1361,0.9971,0,-0.001
0.0592,0.3779,0.2011,85.31,3,0.0735,crisis,0.061,0.9915,0,-0.0166
0.8782,0.4816,0.8835,15.86,0,0.6083,bull,0.8683,0.9823,1,0.0847
0.5737,0.521,0.8396,10.26,0,0.275,bull,0.7738,0.9903,1,0.064
0.0949,0.4196,0.0535,50.52,1,0.5484,bear,0.1694,0.9866,0,-0.0037
0.6455,0.8164,0.7891,12.31,0,0.9946,bull,0.8825,0.9972,1,0.0563
0.0056,0.3199,0.0,45.95,1,0.4537,bear,0.1251,0.9888,0,-0.0126
0.4019,0.1896,0.2341,52.32,1,0.0992,bear,0.2152,0.9958,0,-0.0066
0.5474,0.5704,0.2697,23.78,2,0.8528,sideways,0.5171,0.9907,0,-0.0039
0.1475,0.2012,0.2921,43.66,1,0.769,bear,0.1835,0.9982,0,-0.0067
0.7147,0.6623,0.3032,23.11,2,0.215,sideways,0.6042,0.9833,0,0.0033
0.358,0.4682,0.7025,55.24,1,0.2285,bear,0.3434,0.9897,0,-0.0075
0.9068,0.729,0.7536,13.24,0,0.4535,bull,0.9306,0.9969,1,0.1174
0.1772,0.5565,0.4,31.01,1,0.0951,bear,0.2965,0.9879,0,-0.0063
0.0,0.3751,0.477,39.08,1,0.6651,bear,0.2262,0.979,0,-0.0088
1.0,0.5989,0.5912,22.41,0,0.1526,bull,0.8554,0.9818,1,0.1103
0.1504,0.3017,0.2841,67.58,3,0.0671,crisis,0.0766,0.9977,0,-0.0149
0.6846,0.7528,0.5844,15.6,2,0.0932,sideways,0.7039,0.9976,1,0.0805
0.6704,0.633,0.8014,22.77,0,0.7388,bull,0.8133,0.9974,1,0.0797
0.5622,0.5695,0.5065,22.79,2,0.5564,sideways,0.582,0.9996,0,-0.0353
0.2555,0.2983,0.0698,48.86,1,0.5616,bear,0.1822,0.9951,0,-0.012
1.0,1.0,0.6801,14.25,0,0.1222,bull,1.0,0.9886,1,0.0985
0.6823,0.739,0.6363,9.35,0,0.6653,bull,0.8296,0.9991,1,0.0784
0.5944,0.3794,0.6343,16.84,2,0.8681,sideways,0.5754,0.9937,0,-0.0075
0.6231,0.495,0.5682,17.42,2,0.9684,sideways,0.6013,0.9986,0,-0.012
0.2691,0.1007,0.2646,29.51,1,0.3516,bear,0.198,0.9969,0,-0.0149
0.2573,0.1988,0.2517,44.38,1,0.2127,bear,0.1982,0.9997,0,-0.0052
0.4312,0.12,0.0594,34.58,1,0.2242,bear,0.1948,0.9867,0,-0.0149
0.6972,0.546,0.5556,12.72,0,0.8454,bull,0.7392,0.9976,1,0.0515
0.8393,0.5885,0.6881,10.37,0,0.7626,bull,0.845,0.9947,1,0.0684
0.1727,0.3646,0.0,41.4,1,0.8072,bear,0.1744,0.9889,0,-0.007
0.5276,0.904,0.5525,14.98,2,0.9745,sideways,0.6951,0.9852,0,-0.011
0.2336,0.4879,0.375,24.58,2,0.6136,sideways,0.4233,0.9946,0,-0.0155
0.2825,0.1229,0.6478,41.79,1,0.0263,bear,0.2596,0.9759,0,0.0083
0.2314,0.2223,0.1869,78.94,3,0.8295,crisis,0.0643,0.9998,0,-0.0293
0.7082,0.869,0.7427,7.97,0,0.1804,bull,0.9164,0.9976,1,0.0822
0.7556,0.687,0.4907,24.76,2,0.309,sideways,0.6683,0.9937,0,-0.0137
0.4944,0.5151,0.9844,13.63,0,0.0061,bull,0.7803,0.9744,1,0.0512
0.455,0.7856,0.7439,31.09,2,0.5663,sideways,0.6615,0.9892,0,-0.0116
0.3443,0.0,0.5954,33.32,1,0.1419,bear,0.2465,0.9702,0,-0.0078
0.1354,0.1322,0.1325,38.92,1,0.0307,bear,0.1435,1.0,0,-0.0154
0.4178,0.625,0.3343,21.1,2,0.2151,sideways,0.5147,0.9925,0,0.0022
0.223,0.1064,0.2539,56.8,1,0.3409,bear,0.159,0.998,0,-0.0081
0.6703,0.7968,0.5847,18.41,0,0.7216,bull,0.815,0.9962,1,0.0712
0.4538,0.3742,0.367,22.67,2,0.5676,sideways,0.4562,0.9992,0,0.0023
0.6544,0.7917,0.4369,12.08,0,0.0526,bull,0.7762,0.9893,1,0.0546
0.6135,0.5127,0.6498,16.46,0,0.6178,bull,0.7195,0.9983,1,0.0402
0.0,0.0,0.1786,49.58,1,0.2721,bear,0.0842,0.9965,0,-0.0375
0.225,0.1448,0.5777,41.15,1,0.4857,bear,0.2405,0.9823,0,-0.0062
0.3212,0.0,0.4536,47.15,1,0.2732,bear,0.2023,0.9819,0,-0.0049
1.0,0.1874,0.7587,18.56,2,0.1138,sideways,0.668,0.9419,0,-0.0071
0.2932,0.1652,0.186,48.3,1,0.2832,bear,0.1831,0.9984,0,-0.0252
0.4126,0.1668,0.074,40.5,1,0.4866,bear,0.1971,0.9898,0,0.0026
0.2197,0.3217,0.1538,52.58,1,0.0454,bear,0.1904,0.9976,0,-0.0031
1.0,0.6649,0.8503,15.49,0,0.5993,bull,0.9646,0.9906,1,0.1188
0.6422,0.849,0.7208,14.68,0,0.3014,bull,0.8689,0.9964,1,0.0756
0.7878,0.6768,0.7822,22.89,0,0.1372,bull,0.8632,0.9987,1,0.0923
0.8804,0.6089,0.6166,19.78,0,0.3281,bull,0.8295,0.992,1,0.0834
0.9709,0.5792,0.7156,6.8,0,0.747,bull,0.9013,0.9868,1,0.0724
0.8995,0.6067,0.8461,14.05,0,0.3802,bull,0.9111,0.9919,1,0.0887
0.3278,0.5128,0.0513,19.07,2,0.5003,sideways,0.3864,0.982,0,-0.0263
0.6809,0.6166,0.57,27.61,2,0.8062,sideways,0.6403,0.999,0,-0.0195
1.0,0.8864,0.7145,20.68,0,0.8618,bull,0.9931,0.9931,1,0.0765
0.6263,0.5783,0.6707,9.72,0,0.0187,bull,0.7641,0.9993,1,0.0773
0.1241,0.2029,0.093,56.79,3,0.8621,crisis,0.0558,0.9989,0,-0.0073
0.0132,0.2363,0.0263,64.87,1,0.5734,bear,0.0939,0.9948,0,-0.0009
0.5159,0.6896,0.3731,22.72,2,0.4177,sideways,0.5708,0.9916,0,-0.008
0.7896,0.9545,0.8599,16.44,0,0.0209,bull,0.9931,0.9977,1,0.0655
0.606,0.6755,0.764,9.35,0,0.8013,bull,0.8181,0.9979,1,0.1119
0.5275,0.3704,0.3144,42.88,1,0.832,bear,0.3036,0.9959,0,-0.0195
0.1577,0.1887,0.0258,78.34,3,0.0881,crisis,0.0429,0.9975,0,-0.0116
0.2138,0.3709,0.438,29.44,2,0.2433,sideways,0.3908,0.9956,0,-0.0044
0.0997,0.3472,0.0,55.83,1,0.524,bear,0.1402,0.9893,0,-0.0147
0.736,0.9652,0.5569,8.01,0,0.3103,bull,0.9057,0.986,1,0.0695
0.9058,0.3961,0.3252,12.74,0,0.3331,bull,0.6932,0.9666,0,-0.0045
0.93,0.6074,0.6883,20.77,0,0.5105,bull,0.865,0.9906,1,0.0356
